,title_ru,title_eng,year,genre,duration,country,director,quote,main_actors,rating_KinoPoisk,rating_IMDB,description
153,Мстители: Эра Альтрона,Avengers: Age of Ultron,2015,"фантастика, боевик, приключения",141 мин.,США,Джосс Уидон,«A new age begins»,"Роберт Дауни мл., Крис Хемсворт, Крис Эванс, Скарлетт Йоханссон, Марк Руффало",7.881,7.3,"Человечество на грани уничтожения. На этот раз людям угрожает Альтрон - искусственный интеллект, ранее созданный для того, чтобы защищать Землю от любых угроз. Однако, главной угрозой он посчитал человечество. Международная организация Щ.И.Т. распалась, и теперь мир не способен справиться с таким мощным врагом, потому люди вновь обращаются за помощью к Величайшим Героям Земли - Мстителям. Однако Альтрон слишком силен, и есть большая вероятность, что даже им не удастся остановить начало надвигающейся Эры Альтрона, где нет места для людей…..."
154,Один дома 2: Затерянный в Нью-Йорке,Home Alone 2: Lost in New York,1992,"комедия, семейный, приключения",119 мин.,США,Крис Коламбус,"«First, he was home alone, now he's lost in New York»","Маколей Калкин, Джо Пеши, Дэниел Стерн, Тим Карри, Кэтрин О'Хара",8.251,6.8,"Самый маленький герой Америки устраивает большой переполох в Нью-Йорке! Кевин МакКалистер вернулся! Но теперь он один не дома, а в Нью-Йорке и у него достаточно денег и кредитных карточек, чтобы превратить Большое Яблоко в собственную площадку для игр.Но, как всегда, Кевину не суждено быть долго одному: его старые приятели ― жулики Гарри и Марв ― сбежали из тюрьмы, куда они попали стараниями Кевина. И надо же им было попасть именно в тот город, где Кевин планировал поразвлечься! Новые западни и ловушки уже ждут горе-бандитов...."
155,Легенда №17,-,2012,"биография, спорт, драма",134 мин.,Россия,Николай Лебедев,-,"Данила Козловский, Олег Меньшиков, Светлана Иванова, Владимир Меньшов, Александр Лобанов",7.957,7.4,История жизни хоккеиста Валерия Харламова....
156,Человек-паук,Spider-Man,2002,"фантастика, боевик, приключения",121 мин.,США,Сэм Рэйми,«Turn your world upside down»,"Тоби Магуайр, Уиллем Дефо, Кирстен Данст, Джеймс Франко, Клифф Робертсон",7.324,7.4,"Питер Паркер – обыкновенный школьник. Однажды он отправился с классом на экскурсию, где его кусает странный паук-мутант. Через время парень почувствовал в себе нечеловеческую силу и ловкость в движении, а главное – умение лазать по стенам и метать стальную паутину. Свои способности он направляет на защиту слабых. Так Питер становится настоящим супергероем по имени Человек-паук, который помогает людям и борется с преступностью. Но там, где есть супергерой, рано или поздно всегда объявляется и суперзлодей......"
157,По соображениям совести,Hacksaw Ridge,2016,"драма, военный, биография, история",139 мин.,"Австралия, США",Мэл Гибсон,«Основано на реальной истории»,"Эндрю Гарфилд, Сэм Уортингтон, Тереза Палмер, Люк Брейси, Винс Вон",8.121,8.1,"Медик американской армии времён Второй мировой войны Дезмонд Досс, который служил во время битвы за Окинаву, отказывается убивать людей и становится первым идейным уклонистом в американской истории, удостоенным Медали Почёта...."
158,Голодные игры,The Hunger Games,2012,"фантастика, боевик, триллер, приключения",142 мин.,США,Гэри Росс,«Весь мир смотрит»,"Дженнифер Лоуренс, Джош Хатчерсон, Лиам Хемсворт, Вуди Харрельсон, Элизабет Бэнкс",7.488,7.2,"Будущее. Деспотичное государство ежегодно устраивает показательные игры на выживание, за которыми в прямом эфире следит весь мир. Жребий участвовать в Играх выпадает юной Китнисс и тайно влюбленному в нее Питу. Они знакомы с детства, но теперь должны стать врагами. Ведь по нерушимому закону Голодных игр победить может только один из 24 участников. Судьям не важно, кто выиграет, главное - зрелище. И на этот раз зрелище будет незабываемым...."
159,Еще по одной,Druk,2020,"драма, комедия",110 мин.,"Дания, Швеция, Нидерланды",Томас Винтерберг,-,"Мадс Миккельсен, Томас Бо Ларсен, Магнус Милланг, Ларс Ранте, Мария Бонневи",7.534,7.7,"В ресторане собираются учитель истории, психологии, музыки и физрук, чтобы отметить 40-летие одного из них. И решают проверить научную теорию о том, что c самого рождения человек страдает от нехватки алкоголя в крови, а чтобы стать по-настоящему счастливым, нужно быть немного нетрезвым. Друзья договариваются наблюдать, как возлияния скажутся на их работе и личной жизни, и устанавливают правила: не пить вечером и по выходным. Казалось бы, что может пойти не так?..."
160,Чёрный лебедь,Black Swan,2010,"драма, триллер",103 мин.,США,Даррен Аронофски,«I just want to be perfect»,"Натали Портман, Мила Кунис, Венсан Кассель, Барбара Херши, Вайнона Райдер",7.73,8,"У примы балетного театра неожиданно появляется опасная конкурентка, способная отобрать у неё все партии. Соперничество усиливается по мере приближения ответственного выступления...."
161,Огонь,-,2020,"драма, боевик",131 мин.,Россия,Алексей Нужный,-,"Константин Хабенский, Иван Янковский, Стася Милославская, Антон Богданов, Виктор Добронравов",7.696,6.5,"После гибели подчинённого бывалый инструктор бригады пожарных Алексей Соколов хотел было уволиться, но лето в России - жаркая пора. Взяв в команду шестым нахального новичка, парня своей дочери, Соколов отправляется на очередное задание в Карелию. И это задание будет гораздо сложнее, чем он мог себе представить...."
162,Мальчик в полосатой пижаме,The Boy in the Striped Pyjamas,2008,"драма, военный, история",94 мин.,"Великобритания, США",Марк Херман,«Взрослое детство войны»,"Эйса Баттерфилд, Джек Скэнлон, Дэвид Тьюлис, Вера Фармига, Эмбер Битти",8.177,7.7,"История, происходящая во время Второй мировой войны и показанная сквозь глаза невинного и ничего не подозревающего о происходящих событиях Бруно, восьмилетнего сына коменданта концентрационного лагеря. Его случайное знакомство и дружба с еврейским мальчиком по другую сторону ограды лагеря, в конечном счете, приводит к самым непредсказуемым и ошеломительным последствиям...."
163,Жизнь прекрасна,La vita è bella,1997,"военный, комедия, драма, мелодрама",116 мин.,Италия,Роберто Бениньи,"«An unforgettable fable that proves love, family and imagination conquer all»","Роберто Бениньи, Николетта Браски, Джорджио Кантарини, Джустино Дурано, Серджио Бини Бустрик",8.62,8.6,"Во время Второй мировой войны из Италии в концлагерь были отправлены евреи - отец с маленьким сыном. Жена-итальянка добровольно последовала за ними. В лагере отец сказал мальчику, что всё происходящее вокруг является большой интересной игрой за приз в виде настоящего танка. И этот классный приз достанется тому мальчику, который сможет не попасться на глаза надзирателям...."
164,Гонка,Rush,2013,"спорт, драма, биография",123 мин.,"Великобритания, Германия, США",Рон Ховард,"«Делай что должен, и будь что будет»","Крис Хемсворт, Даниэль Брюль, Оливия Уайлд, Александра Мария Лара, Пьерфранческо Фавино",8.085,8.1,"70-е годы XX века. Золотое время «Формулы-1»: обтекаемые формы гоночных машин, брутальные на треке и ранимые в обычной жизни гонщики, сексуальные поклонницы, литры шампанского на финише для победителя… Два непримиримых соперника в истории гонок – обаятельный плейбой-англичанин Джеймс Хант и дисциплинированный перфекционист-австриец Ники Лауда – доводят себя до предела физической и психологической выносливости ради триумфа на трассе. Для них нет легких путей к победе и права на ошибку. Единственный промах гонщикам может стоить карьеры и даже жизни...."
165,Другие,The Others,2001,"ужасы, триллер, детектив",101 мин.,"Испания, США, Франция, Италия",Алехандро Аменабар,«Рано или поздно они найдут тебя...»,"Николь Кидман, Финола Флэнаган, Кристофер Экклстон, Алакина Манн, Джеймс Бентли",7.925,7.6,"Грейс прячет своих детей в уединенном особняке на острове, где семейство дожидается окончания Второй мировой войны. Войны, с которой должен вернуться муж Грейс.Её дочь и сын страдают странным заболеванием, они не выносят прямого дневного света. Когда в доме появляются трое новых слуг, им приходится соблюдать правила: все комнаты всегда должны быть в полумраке, и нельзя открывать дверь, пока не заперта предыдущая. Но мерному течению жизни дома вскоре приходит конец - некая потусторонняя сущность пытается нарушить заведённый порядок...."
166,Воин,Warrior,2011,"драма, спорт",140 мин.,США,Гэвин О'Коннор,«Дерись за семью. Борись за страну»,"Джоэл Эдгертон, Том Харди, Ник Нолти, Дженнифер Моррисон, Фрэнк Грилло",8.026,8.2,"Томми Конлон - молодой боец, вернувшийся домой после долгого отсутствия, чтобы приготовиться к участию в большом турнире. Отец-пьяница, в прошлом талантливый боксер, берется тренировать сына...."
167,Зов предков,The Call of the Wild,2020,"драма, приключения, семейный",100 мин.,"США, Канада",Крис Сандерс,«Based on the Legendary Novel»,"Харрисон Форд, Омар Си, Кара Ги, Дэн Стивенс, Брэдли Уитфорд",7.56,6.7,"История Бака, дружелюбного пса, чья размеренная домашняя жизнь перевернулась с ног на голову во времена золотой лихорадки в 1880-х, когда его вырвали из дома в Калифорнии и перевезли в дикую и холодную Аляску. Будучи новичком в упряжке почтовой службы, а впоследствии лидером, Бак попадает в невероятное приключение, находит свое место в мире и становится хозяином своей жизни...."
168,Дом Gucci,House of Gucci,2021,"биография, драма, криминал, триллер",158 мин.,"США, Канада",Ридли Скотт,«Смертельно опасное наследие»,"Леди Гага, Адам Драйвер, Джаред Лето, Джереми Айронс, Джек Хьюстон",7.138,6.6,"Милан, 1978 год. Девушка из небогатой семьи Патриция Реджани на вечеринке знакомится с Маурицио Гуччи, нерешительным наследником знаменитого модного дома. Несмотря на неодобрение его отца Родольфо и отлучение от финансирования, молодые люди женятся. Но дядя Маурицио, второй владелец империи Альдо Гуччи, хочет наладить семейные отношения, и Патриция, пользуясь советами и наущениями телевизионной гадалки, решает извлечь из этой ситуации максимальную выгоду...."
169,…А в душе я танцую,Inside I'm Dancing,2004,"драма, комедия, мелодрама",98 мин.,"Великобритания, Ирландия, Франция",Дэмиен О'Доннелл,«Парализуй жизнь»,"Джеймс МакЭвой, Стивен Робертсон, Ромола Гарай, Джерард МакСорли, Том Хикки",8.106,7.7,"Майклу 24 года, и почти всю свою жизнь он провел в доме для инвалидов, куда попал с церебральным параличом. Он знакомится с новым пациентом клиники - Рори О'Ши, которого приковала к инвалидной коляске мышечная атрофия. Как и Майкл, он практически не может передвигаться, но это не мешает Рори по-своему наслаждаться жизнью. Его смелость и безразличие к ударам судьбы становятся отличным примером для Майкла...."
170,Аритмия,-,2017,"мелодрама, драма",116 мин.,Россия,Борис Хлебников,-,"Александр Яценко, Ирина Горбачева, Николай Шрайбер, Максим Лагашкин, Альбина Тиханова",7.712,7.4,"Олег - талантливый врач, работает на «скорой», которая мчится от пациента к пациенту. Олег знает: его приезд может изменить всё. Каждый его успех делает мир лучше. Самое важное - там, где он пытается совершить невозможное. А остальное может подождать: семья, карьера, своя жизнь… Что с ней случилось? Пока Олег спасал других, жена отчаялась и решила подать на развод, а в больнице появился новый начальник, который печётся только о статистике и правилах. А Олег всё спешит с вызова на вызов, несётся по улице, чтобы всё изменить. И кто знает, какая задача легче: спасать других или спасти себя?..."
171,Эверест,Everest,2015,"боевик, триллер, драма, приключения, биография",121 мин.,"Великобритания, США, Исландия",Бальтасар Кормакур,«Самое опасное место на планете»,"Джейсон Кларк, Джош Бролин, Джейк Джилленхол, Сэм Уортингтон, Джон Хоукс",7.187,7.1,"Эверест - великая неприступная гора, покорить вершину которой мечтают многие профессиональные альпинисты. Одна из экспедиций на ее вершину закончилась настоящей трагедией, однако этот факт не останавливает отважных альпинистов.Опытный инструктор Роб Холл, собрав группу из лучших альпинистов, собирается совершить восхождение на самую высокую вершину планеты. Все эти люди полны мужества и отваги и они не остановятся ни перед чем, пока не поднимутся на вершину Эвереста. Но даже если эта гора покорится им, смогут ли они вернуться обратно живыми и невредимыми?..."
172,50 первых поцелуев,50 First Dates,2004,"комедия, мелодрама, драма",99 мин.,США,Питер Сигал,"«Каждый поцелуй как первый, если у твоей девушки - амнезия»","Адам Сэндлер, Дрю Бэрримор, Роб Шнайдер, Шон Эстин, Люсия Струс",7.331,6.8,"Генри Рот влюбляется в очаровательную Люси. Несмотря на небольшие помехи, уже к вечеру настойчивому Ромео удается добиться взаимности красавицы. Молодые люди счастливы и уверены, что их любовь продлится вечно.Увы, из-за последствий автомобильной аварии, девушка утром не помнит ничего из того, что произошло накануне. Несмотря на это, Генри не намерен сдаваться и собирается бороться за свою любовь, даже если ради этого ему и придется влюблять в себя Люси каждый день!..."
173,Брестская крепость,-,2010,"военный, боевик, драма, история",131 мин.,"Беларусь, Россия",Александр Котт,"«Я умираю, но не сдаюсь!»","Алексей Копашов, Андрей Мерзликин, Павел Деревянко, Александр Коршунов, Евгений Цыганов",7.993,7.4,"История о героической обороне Брестской крепости, которая приняла на себя первый удар немецко-фашистских захватчиков 22 июня 1941 года. Рассказ о трёх главных очагах сопротивления, возглавляемых командиром полка Петром Гавриловым, комиссаром Ефимом Фоминым и начальником 9-й погранзаставы Андреем Кижеватовым...."
174,В диких условиях,Into the Wild,2007,"драма, приключения, биография",148 мин.,США,Шон Пенн,«Into the heart Into the soul»,"Эмиль Хирш, Хэл Холбрук, Марша Гей Харден, Уильям Хёрт, Джена Мэлоун",7.918,8.1,"После окончания колледжа Эмори один из его ведущих студентов и атлетов Кристофер МакКэндлесс оставляет все свое имущество, отдает накопленные за время учебы 24 тыс. долларов в благотворительный фонд, и отправляется автостопом на Аляску, чтобы окунуться в дикую природу. По дороге Кристофер знакомится с разными людьми, так или иначе влияющими на его жизнь...."
175,Одержимость,Wicker Park,2004,"триллер, драма, мелодрама, детектив",114 мин.,США,Пол Макгиган,«Игра со страстью не знает правил»,"Джош Хартнетт, Роуз Бирн, Мэттью Лиллард, Дайан Крюгер, Кристофер Казинс",7.847,6.9,"Накануне важной деловой поездки молодой преуспевающий финансист Мэтью замечает в ресторане свою бывшую возлюбленную Лизу, которая таинственным образом исчезла два года назад и страстью к которой он все еще одержим. Забыв обо всем, Мэтью ступает на путь обмана и подозрений, чтобы выследить ее.Пытаясь решить головоломку с помощью загадочных улик, он случайно знакомится с другой девушкой - ее тоже зовут Лиза и, возможно, ей известна тайна странного исчезновения. Мэтью не предполагает, что любовная одержимость уже сделала его жертвой виртуозной интриги…..."
176,Клаус,Klaus,2019,"мультфильм, семейный, комедия, приключения",96 мин.,"Испания, Великобритания, США","Серхио Паблос, Карлос Мартинес Лопес",«Discover the friendship that launched a legend»,"Джейсон Шварцман, Дж.К. Симмонс, Джоан Кьюсак, Рашида Джонс, Уилл Сассо",8.644,8.1,"Владелец почтовой империи, чтобы научить ленивого отпрыска по имени Джеспер уму-разуму, отправляет его на крайний север в город Смиренсбург. Тот должен организовать там почтовое отделение и за год обработать не менее 6000 писем. Прибыв на место, парень оказывается в зоне боевых действий: два семейных клана, так уж исторически сложилось, питают взаимную ненависть и свято чтут многовековую традицию при любой возможности мутузить друг друга и делать пакости. Разумеется, в такой обстановке не до писем, и почтовое отделение давно превратилось в курятник. Уже практически отчаявшись, Джеспер посещает лесного отшельника по имени Клаус, и их знакомство положит начало удивительным событиям...."
177,Темный рыцарь,The Dark Knight,2008,"фантастика, боевик, триллер, криминал, драма",152 мин.,"США, Великобритания",Кристофер Нолан,«Добро пожаловать в мир Хаоса!»,"Кристиан Бэйл, Хит Леджер, Аарон Экхарт, Мэгги Джилленхол, Гари Олдман",7.923,9,"Бэтмен поднимает ставки в войне с криминалом. С помощью лейтенанта Джима Гордона и прокурора Харви Дента он намерен очистить улицы Готэма от преступности. Сотрудничество оказывается эффективным, но скоро они обнаружат себя посреди хаоса, развязанного восходящим криминальным гением, известным напуганным горожанам под именем Джокер...."
178,Дэдпул,Deadpool,2016,"фантастика, боевик, комедия, приключения",108 мин.,США,Тим Миллер,"«Стань свидетелем, как он кончит»","Райан Рейнольдс, Морена Баккарин, Эд Скрейн, ТиДжей Миллер, Джина Карано",7.425,8,"Уэйд Уилсон - наёмник. Будучи побочным продуктом программы вооружённых сил под названием «Оружие X», Уилсон приобрёл невероятную силу, проворство и способность к исцелению. Но страшной ценой: его клеточная структура постоянно меняется, а здравомыслие сомнительно. Всё, чего хочет Уилсон, - держаться на плаву в социальной выгребной яме. Но течение в ней слишком быстрое...."
179,Легенда,Legend,2015,"криминал, триллер, драма",131 мин.,"Великобритания, Франция, США",Брайан Хелгеленд,«Преступление – как профессия. Взлет и падение легендарных близнецов Крэй»,"Том Харди, Эмили Браунинг, Дэвид Тьюлис, Даффи, Кристофер Экклстон",7.172,6.9,"Фильм расскажет историю близнецов Реджи и Ронни Крэй, культовых фигур преступного мира Великобритании 1960-х. Братья возглавляли самую влиятельную бандитскую группировку Ист-Энда. В их послужном списке: вооруженные грабежи, рэкет, поджоги, покушения, убийства и собственный ночной клуб, куда доезжали даже голливудские знаменитости. Среди их жертв - криминальные авторитеты Джек МакВитти и Джордж Корнелл...."
180,Лига справедливости Зака Снайдера,Zack Snyder's Justice League,2021,"фантастика, боевик, фэнтези",242 мин.,США,Зак Снайдер,«Us United»,"Бен Аффлек, Галь Гадот, Генри Кавилл, Джейсон Момоа, Эзра Миллер",6.756,8,"Вдохновившись самопожертвованием Супермена, Брюс Уэйн вновь обретает веру в человечество. Он заручается поддержкой новой союзницы Дианы Принс, чтобы сразиться с ещё более могущественным противником. Бэтмен и Чудо-женщина набирают команду сверхлюдей для борьбы с пробудившейся угрозой...."
181,Человек-паук: Нет пути домой,Spider-Man: No Way Home,2021,"фантастика, боевик, приключения, фэнтези",148 мин.,США,Джон Уоттс,«The Multiverse Unleashed»,"Том Холланд, Зендея, Бенедикт Камбербэтч, Мариса Томей, Уиллем Дефо",7.659,8.3,"Жизнь и репутация Питера Паркера оказываются под угрозой, поскольку Мистерио раскрыл всему миру тайну личности Человека-паука. Пытаясь исправить ситуацию, Питер обращается за помощью к Стивену Стрэнджу, но вскоре всё становится намного опаснее...."
182,Бэтмен: Начало,Batman Begins,2005,"боевик, фантастика, приключения, драма",140 мин.,"Великобритания, США",Кристофер Нолан,«Легенда начинается...»,"Кристиан Бэйл, Кэти Холмс, Майкл Кейн, Киллиан Мёрфи, Том Уилкинсон",6.425,8.2,"В детстве юный наследник огромного состояния Брюс Уэйн оказался свидетелем убийства своих родителей, и тогда он решил бороться с преступностью. Спустя годы он отправляется в путешествие по миру, чтобы найти способ восстановить справедливость. Обучение у мудрого наставника боевым искусствам дает ему силу и смелость. Вернувшись в родной город, Уэйн становится Бэтменом и ведет борьбу со злом...."
183,Социальная сеть,The Social Network,2010,"драма, биография",120 мин.,США,Дэвид Финчер,"«Нельзя завести 500 миллионов друзей, не нажив ни одного врага»","Джесси Айзенберг, Эндрю Гарфилд, Джастин Тимберлейк, Арми Хаммер, Макс Мингелла",7.73,7.8,"В фильме рассказывается история создания одной из самых популярных в Интернете социальных сетей - Facebook. Оглушительный успех этой сети среди пользователей по всему миру навсегда изменил жизнь студентов-однокурсников гарвардского университета, которые основали ее в 2004 году и за несколько лет стали самыми молодыми мультимиллионерами в США...."
184,Самый пьяный округ в мире,Lawless,2012,"драма, криминал, биография",116 мин.,США,Джон Хиллкоут,«Преступники станут легендой»,"Шайа ЛаБаф, Том Харди, Джейсон Кларк, Джессика Честейн, Гай Пирс",7.456,7.2,"Действие в картине разворачивается на американском Юге во времена сухого закона и Великой Депрессии. В центре сюжета – семья Бондурант, три брата, Джек, Форрест и Говард, которые занимаются запрещенным в то время бизнесом, бутлегерством.  Оптимистично настроенный Джек, самый молодой из братьев, надеется с помощью бутлегерства заработать денег и произвести впечатление на свою девушку Берту. В это же время Форрест, напротив, настроен очень мрачно, он молчалив и подозрителен, а Говарду к тому же часто приходится иметь дело с врагами незаконного семейного бизнеса, в лице которых выступают коррумпированные местные полицейские...."
185,Хорошо быть тихоней,The Perks of Being a Wallflower,2012,"драма, мелодрама",102 мин.,США,Стивен Чбоски,"«Будь фильтром, а не губкой!»","Логан Лерман, Эмма Уотсон, Эзра Миллер, Нина Добрев, Дилан МакДермотт",7.527,8,"История о Чарли, ученике старшей школы в Питтсбурге, стеснительном и непопулярном. На наших глазах Чарли взрослеет, меняется круг его общения, меняется его мнение о мире...."
186,Агенты А.Н.К.Л.,The Man from U.N.C.L.E.,2015,"боевик, комедия, приключения",116 мин.,"США, Великобритания",Гай Ричи,«Герои высшего класса»,"Генри Кавилл, Арми Хаммер, Алисия Викандер, Элизабет Дебики, Хью Грант",7.549,7.2,"Наполеон Соло - агент ЦРУ, на счету которого огромное количество успешно проведенных операций. Он считается одним из лучших секретных агентов во всем мире, и с ним может сравниться только один человек - самый молодой и перспективный агент КГБ Илья Курякин. Их противостояние переросло в настоящую войну, в которой никто не собирается уступать. Однако обстоятельства складываются так, что непримиримые враги вынуждены стать напарниками. Это происходит после того, как спецслужбы двух стран обнаруживают международную преступную организацию, которой удалось создать ядерную бомбу......"
187,Майор Пэйн,Major Payne,1995,"комедия, приключения",95 мин.,США,Ник Касл,«He's looking for a few good men... or a few guys old enough to shave»,"Дэймон Уайанс, Майкл Айронсайд, Бам Бам Бигелоу, Йода Блэйр, Орландо Браун",7.598,6.2,"Майору никак не присвоят звание полковника по одной причине - он умеет только убивать, ни на что другое он просто не способен. Его отправляют в отставку. Работа в полиции ему не подходит, и наш герой умирает от скуки в одном из номеров отеля.Неожиданно он получает предложение стать инструктором по военной подготовке в военном учебном заведении. О том, как сложатся отношения «жестокосердного солдафона» с юными подопечными и одной весьма привлекательной преподавательницей рассказывает эта веселая комедия, полная забавных шуток и смешных ситуаций...."
188,Основатель,The Founder,2016,"биография, драма",115 мин.,"США, Греция",Джон Ли Хэнкок,«He took someone else's idea and America ate it up»,"Майкл Китон, Ник Офферман, Джон Кэрролл Линч, Линда Карделлини, Б.Дж. Новак",7.539,7.2,"История жизни Рэя Крока, человека создавшего самую известную в мире сеть ресторанов быстрого обслуживания - McDonald`s...."
189,Она,Her,2013,"мелодрама, фантастика, драма",126 мин.,США,Спайк Джонс,«A Spike Jonze love story»,"Хоакин Феникс, Скарлетт Йоханссон, Эми Адамс, Руни Мара, Крис Пратт",7.631,8,"Теодор - одинокий писатель, покупает новую техническую разработку - операционную систему, призванную исполнять любое желание пользователя. К удивлению Теодора, вскоре между ним и операционной системой возникает роман...."
190,"Значит, война",This Means War,2012,"боевик, мелодрама, комедия",97 мин.,США,МакДжи,«2 шпиона - 1 проблема»,"Том Харди, Крис Пайн, Риз Уизерспун, Тиль Швайгер, Челси Хэндлер",7.123,6.3,"Агенты ЦРУ и в то же время лучшие друзья Франклин Фостер и Так Хенсон отправляются в Гонконг, чтобы поймать международного преступника Генриха, который владеет оружием массового уничтожения. В ходе миссии брат террориста погибает, а сам Генрих ускользает. Обоих агентов отстраняют от дел. Они возвращаются к мирной жизни, но вскоре между друзьями начинается война из-за сексапильной красотки Лоран. А тем временем террорист продумывает план мести...."
191,Мой парень - псих,Silver Linings Playbook,2012,"драма, мелодрама, комедия",120 мин.,США,Дэвид О. Расселл,«На каждого психа найдётся своя чокнутая»,"Брэдли Купер, Дженнифер Лоуренс, Роберт Де Ниро, Джеки Уивер, Крис Такер",7.192,7.7,"Бывший школьный учитель Пэт, проведя в психиатрической больнице восемь месяцев, возвращается в родительский дом. Он одержим мыслью помириться с бывшей супругой, к которой не имеет права приближаться по решению суда. Но знакомство с эксцентричной девушкой Тиффани зажигает в Пэте лучик надежды...."
192,8 миля,8 Mile,2002,"драма, музыка",110 мин.,США,Кёртис Хэнсон,«Каждый миг - это шанс»,"Эминем, Ким Бейсингер, Бриттани Мерфи, Мекхай Файфер, Ивэн Джонс",7.7,7.1,"Детройт, 1995 год. Блестящая и многообещающая политика индустриального развития города терпит крах и приводит к хаосу и неразберихе, что в результате выливается в один из самых серьезных в американской истории конфликтов между белым и цветным населением. Люди, мирно жившие рядом, оказались по разные стороны баррикад.Шоссе «8 Миля», отделяющее Детройт от пригорода, становится разделительной полосой между черными и белыми. Происходящее в городе находит свое отражение в музыке. В бедных кварталах пригорода, где главная цель - выживание, для многих обитателей хип-хоп становится эмоциональной отдушиной, средством, помогающим вырваться из жесткой повседневной реальности...."
193,Кокаин,Blow,2001,"криминал, биография, драма",123 мин.,"США, Мексика",Тед Демме,«Основано на реальной истории»,"Джонни Депп, Пенелопа Крус, Франка Потенте, Рэйчел Гриффитс, Пол Рубенс",7.973,7.5,"Джордж Джанг, обыкновенный парень из пригорода, решил осуществить американскую мечту своим способом - стать первым американцем, импортирующим кокаин в больших объемах. Он создал рынок сбыта, подсадив на кокаин самых знаменитых людей Америки...."
194,Зависнуть в Палм-Спрингс,Palm Springs,2020,"комедия, мелодрама, фантастика",90 мин.,"США, Гонконг",Макс Барбаков,"«Живи так, словно завтра не наступит»","Энди Сэмберг, Кристин Милиоти, Дж.К. Симмонс, Питер Галлахер, Мередит Хагнер",7.27,7.4,"9 ноября неподалёку от Палм-Спрингс идёт подготовка к свадьбе. Найлз, парень одной из подружек невесты, не торопится облачаться в смокинг - в шортах и гавайской рубашке он запрыгивает в бассейн и целый день расслабленно выпивает, а вечером произносит трогательную речь для молодожёнов. Последнее особенно впечатляет старшую сестру невесты Сару, и вот уже девушка оказывается с Найлзом наедине под звёздным небом. Но тут события принимают неожиданный поворот, и Сара вслед за своим новым приятелем заходит в загадочную пещеру, а на следующий день обнаруживает, что на календаре снова 9 ноября...."
